Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.72,1.00E+11,70,1.00E+14,40,0.05,0.861,1.36E-05,85.933,1.09E-05
0.72,1.00E+11,70,1.00E+14,40,1,1.241,1.42E-04,83.059,1.14E-04
0.72,1.00E+11,70,1.00E+15,10,0.05,0.882,1.19E-05,86.475,8.29E-06
0.72,1.00E+11,70,1.00E+15,10,1,1.161,1.00E-04,84.247,7.67E-05
0.72,1.00E+11,70,1.00E+15,15,0.05,0.873,1.33E-05,86.36,9.36E-06
0.72,1.00E+11,70,1.00E+15,15,1,1.18,1.17E-04,84.043,9.01E-05
0.72,1.00E+11,70,1.00E+15,20,0.05,0.873,1.39E-05,86.344,9.75E-06
0.72,1.00E+11,70,1.00E+15,20,1,1.187,1.22E-04,83.946,9.45E-05
0.72,1.00E+11,70,1.00E+15,30,0.05,0.88,1.69E-05,86.135,1.24E-05
0.72,1.00E+11,70,1.00E+15,30,1,1.279,1.56E-04,83.053,1.28E-04
0.72,1.00E+11,70,1.00E+15,40,0.05,0.795,1.80E-05,83.484,1.14E-05
0.72,1.00E+11,70,1.00E+15,40,1,1.234,1.73E-04,80.894,1.36E-04
0.72,1.00E+11,70,1.00E+16,10,0.05,0.877,1.50E-05,86.348,1.06E-05
0.72,1.00E+11,70,1.00E+16,10,1,1.197,1.29E-04,83.74,1.01E-04
0.72,1.00E+11,70,1.00E+16,15,0.05,0.877,1.64E-05,86.284,1.17E-05
0.72,1.00E+11,70,1.00E+16,15,1,1.252,1.47E-04,83.257,1.18E-04
0.72,1.00E+11,70,1.00E+16,20,0.05,0.878,1.72E-05,86.076,1.23E-05
0.72,1.00E+11,70,1.00E+16,20,1,1.275,1.55E-04,83.077,1.27E-04
0.72,1.00E+11,70,1.00E+16,30,0.05,0.877,1.93E-05,86.32,1.35E-05
0.72,1.00E+11,70,1.00E+16,30,1,1.283,1.69E-04,82.821,1.39E-04
0.72,1.00E+11,70,1.00E+16,40,0.05,0.246,1.96E-05,1281.141,8.68E-06
0.72,1.00E+11,70,1.00E+16,40,1,0.624,2.33E-04,919.679,1.24E-04
0.72,1.00E+11,70,1.00E+17,10,0.05,0.878,1.86E-05,86.139,1.31E-05
0.72,1.00E+11,70,1.00E+17,10,1,1.279,1.64E-04,82.903,1.35E-04
0.72,1.00E+11,70,1.00E+17,15,0.05,0.877,1.91E-05,86.013,1.34E-05
0.72,1.00E+11,70,1.00E+17,15,1,1.277,1.68E-04,82.854,1.37E-04
0.72,1.00E+11,70,1.00E+17,20,0.05,0.876,1.96E-05,85.928,1.38E-05
0.72,1.00E+11,70,1.00E+17,20,1,1.273,1.72E-04,82.838,1.40E-04
0.72,1.00E+11,70,1.00E+17,30,0.05,0.858,2.12E-05,85.23,1.44E-05
0.72,1.00E+11,70,1.00E+17,30,1,1.25,1.84E-04,82.314,1.47E-04
0.72,1.00E+11,70,1.00E+18,10,0.05,0.876,1.97E-05,86.313,1.38E-05
0.72,1.00E+11,70,1.00E+18,10,1,1.272,1.72E-04,82.818,1.40E-04
0.72,1.00E+11,70,1.00E+18,15,0.05,0.872,2.04E-05,85.75,1.44E-05
0.72,1.00E+11,70,1.00E+18,15,1,1.261,1.77E-04,82.738,1.43E-04
0.72,1.00E+11,70,1.00E+18,20,0.05,0.87,2.11E-05,85.735,1.48E-05
0.72,1.00E+11,70,1.00E+18,20,1,1.251,1.82E-04,82.738,1.46E-04
0.72,1.00E+11,70,1.00E+18,30,0.05,0.729,2.21E-05,81.985,1.29E-05
0.72,1.00E+11,70,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+12,10,1.00E+14,10,0.05,0.85,9.69E-06,86.646,8.65E-06
0.72,1.00E+12,10,1.00E+14,10,1,1.115,9.05E-05,84.646,7.22E-05
0.72,1.00E+12,10,1.00E+14,15,0.05,0.856,1.07E-05,86.523,9.30E-06
0.72,1.00E+12,10,1.00E+14,15,1,1.151,1.05E-04,84.285,8.28E-05
0.72,1.00E+12,10,1.00E+14,20,0.05,0.86,1.15E-05,86.632,9.84E-06
0.72,1.00E+12,10,1.00E+14,20,1,1.186,1.18E-04,83.939,9.32E-05
0.72,1.00E+12,10,1.00E+14,30,0.05,0.868,1.30E-05,86.283,1.07E-05
0.72,1.00E+12,10,1.00E+14,30,1,1.227,1.34E-04,83.512,1.07E-04
0.72,1.00E+12,10,1.00E+14,40,0.05,0.862,1.40E-05,85.941,1.12E-05
0.72,1.00E+12,10,1.00E+14,40,1,1.249,1.46E-04,83.051,1.17E-04
0.72,1.00E+12,10,1.00E+15,10,0.05,0.869,1.36E-05,86.361,1.07E-05
0.72,1.00E+12,10,1.00E+15,10,1,1.214,1.31E-04,83.605,1.04E-04
0.72,1.00E+12,10,1.00E+15,15,0.05,0.874,1.46E-05,86.242,1.12E-05
0.72,1.00E+12,10,1.00E+15,15,1,1.235,1.39E-04,83.422,1.11E-04
0.72,1.00E+12,10,1.00E+15,20,0.05,0.875,1.50E-05,86.252,1.14E-05
0.72,1.00E+12,10,1.00E+15,20,1,1.242,1.42E-04,83.373,1.14E-04
0.72,1.00E+12,10,1.00E+15,30,0.05,0.878,1.71E-05,86.156,1.25E-05
0.72,1.00E+12,10,1.00E+15,30,1,1.284,1.58E-04,83.044,1.30E-04
0.72,1.00E+12,10,1.00E+15,40,0.05,0.796,1.81E-05,83.494,1.14E-05
0.72,1.00E+12,10,1.00E+15,40,1,1.235,1.73E-04,80.902,1.37E-04
0.72,1.00E+12,10,1.00E+16,10,0.05,0.878,1.59E-05,84.024,1.18E-05
0.72,1.00E+12,10,1.00E+16,10,1,1.256,1.46E-04,83.266,1.19E-04
0.72,1.00E+12,10,1.00E+16,15,0.05,0.877,1.68E-05,86.257,1.21E-05
0.72,1.00E+12,10,1.00E+16,15,1,1.28,1.54E-04,83.091,1.26E-04
0.72,1.00E+12,10,1.00E+16,20,0.05,0.878,1.74E-05,86.076,1.26E-05
0.72,1.00E+12,10,1.00E+16,20,1,1.285,1.59E-04,83.033,1.31E-04
0.72,1.00E+12,10,1.00E+16,30,0.05,0.877,1.93E-05,86.338,1.36E-05
0.72,1.00E+12,10,1.00E+16,30,1,1.283,1.70E-04,82.827,1.39E-04
0.72,1.00E+12,10,1.00E+16,40,0.05,0.247,1.96E-05,1281.137,8.68E-06
0.72,1.00E+12,10,1.00E+16,40,1,0.624,2.33E-04,919.671,1.24E-04
0.72,1.00E+12,10,1.00E+17,10,0.05,0.878,1.86E-05,86.184,1.32E-05
0.72,1.00E+12,10,1.00E+17,10,1,1.284,1.65E-04,82.9,1.36E-04
0.72,1.00E+12,10,1.00E+17,15,0.05,0.877,1.91E-05,85.986,1.35E-05
0.72,1.00E+12,10,1.00E+17,15,1,1.279,1.69E-04,82.858,1.38E-04
0.72,1.00E+12,10,1.00E+17,20,0.05,0.876,1.96E-05,85.94,1.38E-05
0.72,1.00E+12,10,1.00E+17,20,1,1.274,1.72E-04,82.876,1.40E-04
0.72,1.00E+12,10,1.00E+17,30,0.05,0.858,2.12E-05,85.232,1.44E-05
0.72,1.00E+12,10,1.00E+17,30,1,1.25,1.84E-04,82.315,1.47E-04
0.72,1.00E+12,10,1.00E+18,10,0.05,0.876,1.97E-05,86.316,1.38E-05
0.72,1.00E+12,10,1.00E+18,10,1,1.273,1.72E-04,82.821,1.40E-04
0.72,1.00E+12,10,1.00E+18,15,0.05,0.872,2.04E-05,85.755,1.44E-05
0.72,1.00E+12,10,1.00E+18,15,1,1.262,1.77E-04,82.74,1.43E-04
0.72,1.00E+12,10,1.00E+18,20,0.05,0.87,2.11E-05,85.738,1.48E-05
0.72,1.00E+12,10,1.00E+18,20,1,1.252,1.82E-04,82.739,1.46E-04
0.72,1.00E+12,10,1.00E+18,30,0.05,0.729,2.21E-05,81.985,1.29E-05
0.72,1.00E+12,10,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+12,20,1.00E+14,10,0.05,0.847,9.71E-06,86.639,8.47E-06
0.72,1.00E+12,20,1.00E+14,10,1,1.091,8.51E-05,84.832,6.71E-05
0.72,1.00E+12,20,1.00E+14,15,0.05,0.853,1.07E-05,86.481,9.19E-06
0.72,1.00E+12,20,1.00E+14,15,1,1.13,1.01E-04,84.488,7.88E-05
0.72,1.00E+12,20,1.00E+14,20,0.05,0.859,1.16E-05,86.545,9.80E-06
0.72,1.00E+12,20,1.00E+14,20,1,1.173,1.16E-04,84.03,9.11E-05
0.72,1.00E+12,20,1.00E+14,30,0.05,0.867,1.31E-05,86.238,1.07E-05
0.72,1.00E+12,20,1.00E+14,30,1,1.217,1.33E-04,83.525,1.06E-04
0.72,1.00E+12,20,1.00E+14,40,0.05,0.861,1.40E-05,85.919,1.13E-05
0.72,1.00E+12,20,1.00E+14,40,1,1.247,1.46E-04,83.024,1.17E-04
0.72,1.00E+12,20,1.00E+15,10,0.05,0.868,1.38E-05,86.304,1.07E-05
0.72,1.00E+12,20,1.00E+15,10,1,1.201,1.29E-04,83.669,1.02E-04
0.72,1.00E+12,20,1.00E+15,15,0.05,0.873,1.48E-05,86.178,1.13E-05
0.72,1.00E+12,20,1.00E+15,15,1,1.224,1.38E-04,83.46,1.10E-04
0.72,1.00E+12,20,1.00E+15,20,0.05,0.874,1.52E-05,86.195,1.14E-05
0.72,1.00E+12,20,1.00E+15,20,1,1.231,1.41E-04,83.385,1.12E-04
0.72,1.00E+12,20,1.00E+15,30,0.05,0.878,1.72E-05,86.12,1.25E-05
0.72,1.00E+12,20,1.00E+15,30,1,1.282,1.59E-04,83.036,1.30E-04
0.72,1.00E+12,20,1.00E+15,40,0.05,0.795,1.81E-05,83.491,1.14E-05
0.72,1.00E+12,20,1.00E+15,40,1,1.234,1.73E-04,81.016,1.37E-04
0.72,1.00E+12,20,1.00E+16,10,0.05,0.877,1.61E-05,86.222,1.18E-05
0.72,1.00E+12,20,1.00E+16,10,1,1.245,1.46E-04,83.28,1.17E-04
0.72,1.00E+12,20,1.00E+16,15,0.05,0.878,1.69E-05,86.194,1.23E-05
0.72,1.00E+12,20,1.00E+16,15,1,1.273,1.54E-04,83.086,1.26E-04
0.72,1.00E+12,20,1.00E+16,20,0.05,0.877,1.75E-05,86.064,1.26E-05
0.72,1.00E+12,20,1.00E+16,20,1,1.281,1.59E-04,83.028,1.30E-04
0.72,1.00E+12,20,1.00E+16,30,0.05,0.877,1.93E-05,86.339,1.36E-05
0.72,1.00E+12,20,1.00E+16,30,1,1.283,1.70E-04,82.827,1.39E-04
0.72,1.00E+12,20,1.00E+16,40,0.05,0.247,1.96E-05,1281.251,8.68E-06
0.72,1.00E+12,20,1.00E+16,40,1,0.624,2.33E-04,919.761,1.24E-04
0.72,1.00E+12,20,1.00E+17,10,0.05,0.878,1.87E-05,86.735,1.32E-05
0.72,1.00E+12,20,1.00E+17,10,1,1.282,1.65E-04,82.897,1.36E-04
0.72,1.00E+12,20,1.00E+17,15,0.05,0.877,1.91E-05,85.975,1.35E-05
0.72,1.00E+12,20,1.00E+17,15,1,1.278,1.69E-04,82.857,1.38E-04
0.72,1.00E+12,20,1.00E+17,20,0.05,0.876,1.96E-05,85.935,1.38E-05
0.72,1.00E+12,20,1.00E+17,20,1,1.274,1.72E-04,82.842,1.40E-04
0.72,1.00E+12,20,1.00E+17,30,0.05,0.858,2.12E-05,85.232,1.44E-05
0.72,1.00E+12,20,1.00E+17,30,1,1.25,1.84E-04,82.315,1.47E-04
0.72,1.00E+12,20,1.00E+18,10,0.05,0.876,1.97E-05,86.321,1.38E-05
0.72,1.00E+12,20,1.00E+18,10,1,1.273,1.72E-04,82.82,1.40E-04
0.72,1.00E+12,20,1.00E+18,15,0.05,0.872,2.04E-05,85.753,1.44E-05
0.72,1.00E+12,20,1.00E+18,15,1,1.262,1.77E-04,82.74,1.43E-04
0.72,1.00E+12,20,1.00E+18,20,0.05,0.87,2.11E-05,85.738,1.48E-05
0.72,1.00E+12,20,1.00E+18,20,1,1.252,1.82E-04,82.739,1.46E-04
0.72,1.00E+12,20,1.00E+18,30,0.05,0.729,2.21E-05,81.985,1.29E-05
0.72,1.00E+12,20,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+12,30,1.00E+14,10,0.05,0.852,9.37E-06,86.539,8.32E-06
0.72,1.00E+12,30,1.00E+14,10,1,1.066,7.76E-05,85.077,5.94E-05
0.72,1.00E+12,30,1.00E+14,15,0.05,0.851,1.05E-05,86.533,8.82E-06
0.72,1.00E+12,30,1.00E+14,15,1,1.109,9.42E-05,84.707,7.28E-05
0.72,1.00E+12,30,1.00E+14,20,0.05,0.857,1.14E-05,86.539,9.55E-06
0.72,1.00E+12,30,1.00E+14,20,1,1.159,1.12E-04,84.164,8.73E-05
0.72,1.00E+12,30,1.00E+14,30,0.05,0.865,1.31E-05,86.226,1.06E-05
0.72,1.00E+12,30,1.00E+14,30,1,1.207,1.31E-04,83.649,1.04E-04
0.72,1.00E+12,30,1.00E+14,40,0.05,0.86,1.40E-05,85.917,1.12E-05
0.72,1.00E+12,30,1.00E+14,40,1,1.244,1.46E-04,83.009,1.17E-04
0.72,1.00E+12,30,1.00E+15,10,0.05,0.866,1.36E-05,86.315,1.05E-05
0.72,1.00E+12,30,1.00E+15,10,1,1.188,1.26E-04,83.768,9.83E-05
0.72,1.00E+12,30,1.00E+15,15,0.05,0.872,1.47E-05,86.158,1.11E-05
0.72,1.00E+12,30,1.00E+15,15,1,1.212,1.35E-04,83.552,1.07E-04
0.72,1.00E+12,30,1.00E+15,20,0.05,0.873,1.51E-05,86.167,1.13E-05
0.72,1.00E+12,30,1.00E+15,20,1,1.22,1.39E-04,83.469,1.10E-04
0.72,1.00E+12,30,1.00E+15,30,0.05,0.877,1.72E-05,86.025,1.25E-05
0.72,1.00E+12,30,1.00E+15,30,1,1.279,1.58E-04,83.033,1.30E-04
0.72,1.00E+12,30,1.00E+15,40,0.05,0.795,1.81E-05,83.486,1.14E-05
0.72,1.00E+12,30,1.00E+15,40,1,1.234,1.73E-04,80.894,1.37E-04
0.72,1.00E+12,30,1.00E+16,10,0.05,0.876,1.60E-05,86.207,1.17E-05
0.72,1.00E+12,30,1.00E+16,10,1,1.234,1.44E-04,83.32,1.15E-04
0.72,1.00E+12,30,1.00E+16,15,0.05,0.877,1.68E-05,86.197,1.22E-05
0.72,1.00E+12,30,1.00E+16,15,1,1.268,1.53E-04,83.1,1.24E-04
0.72,1.00E+12,30,1.00E+16,20,0.05,0.877,1.75E-05,86.038,1.26E-05
0.72,1.00E+12,30,1.00E+16,20,1,1.278,1.58E-04,83.03,1.30E-04
0.72,1.00E+12,30,1.00E+16,30,0.05,0.877,1.93E-05,86.337,1.36E-05
0.72,1.00E+12,30,1.00E+16,30,1,1.282,1.70E-04,82.825,1.39E-04
0.72,1.00E+12,30,1.00E+16,40,0.05,0.247,1.96E-05,1281.412,8.68E-06
0.72,1.00E+12,30,1.00E+16,40,1,0.624,2.33E-04,919.854,1.24E-04
0.72,1.00E+12,30,1.00E+17,10,0.05,0.877,1.87E-05,86.385,1.32E-05
0.72,1.00E+12,30,1.00E+17,10,1,1.28,1.65E-04,82.896,1.36E-04
0.72,1.00E+12,30,1.00E+17,15,0.05,0.877,1.91E-05,86.291,1.35E-05
0.72,1.00E+12,30,1.00E+17,15,1,1.277,1.69E-04,82.856,1.38E-04
0.72,1.00E+12,30,1.00E+17,20,0.05,0.876,1.97E-05,85.933,1.38E-05
0.72,1.00E+12,30,1.00E+17,20,1,1.273,1.72E-04,82.629,1.40E-04
0.72,1.00E+12,30,1.00E+17,30,0.05,0.858,2.12E-05,85.233,1.44E-05
0.72,1.00E+12,30,1.00E+17,30,1,1.25,1.84E-04,82.315,1.47E-04
0.72,1.00E+12,30,1.00E+18,10,0.05,0.876,1.97E-05,86.317,1.39E-05
0.72,1.00E+12,30,1.00E+18,10,1,1.272,1.72E-04,82.82,1.40E-04
0.72,1.00E+12,30,1.00E+18,15,0.05,0.872,2.04E-05,85.752,1.44E-05
0.72,1.00E+12,30,1.00E+18,15,1,1.261,1.77E-04,82.741,1.43E-04
0.72,1.00E+12,30,1.00E+18,20,0.05,0.87,2.11E-05,85.738,1.48E-05
0.72,1.00E+12,30,1.00E+18,20,1,1.252,1.82E-04,82.739,1.46E-04
0.72,1.00E+12,30,1.00E+18,30,0.05,0.729,2.21E-05,81.985,1.29E-05
0.72,1.00E+12,30,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+12,50,1.00E+14,10,0.05,0.838,8.63E-06,86.707,6.56E-06
0.72,1.00E+12,50,1.00E+14,10,1,1.056,6.60E-05,85.212,4.79E-05
0.72,1.00E+12,50,1.00E+14,15,0.05,0.847,9.94E-06,86.708,7.96E-06
0.72,1.00E+12,50,1.00E+14,15,1,1.081,8.36E-05,85.051,6.23E-05
0.72,1.00E+12,50,1.00E+14,20,0.05,0.854,1.10E-05,86.659,8.97E-06
0.72,1.00E+12,50,1.00E+14,20,1,1.14,1.04E-04,84.333,8.07E-05
0.72,1.00E+12,50,1.00E+14,30,0.05,0.864,1.29E-05,86.232,1.03E-05
0.72,1.00E+12,50,1.00E+14,30,1,1.192,1.27E-04,83.621,9.94E-05
0.72,1.00E+12,50,1.00E+14,40,0.05,0.859,1.39E-05,85.929,1.12E-05
0.72,1.00E+12,50,1.00E+14,40,1,1.24,1.45E-04,82.991,1.16E-04
0.72,1.00E+12,50,1.00E+15,10,0.05,0.864,1.32E-05,86.397,9.96E-06
0.72,1.00E+12,50,1.00E+15,10,1,1.169,1.19E-04,83.946,9.20E-05
0.72,1.00E+12,50,1.00E+15,15,0.05,0.87,1.44E-05,86.182,1.08E-05
0.72,1.00E+12,50,1.00E+15,15,1,1.195,1.31E-04,83.701,1.02E-04
0.72,1.00E+12,50,1.00E+15,20,0.05,0.871,1.49E-05,86.148,1.10E-05
0.72,1.00E+12,50,1.00E+15,20,1,1.203,1.34E-04,83.62,1.05E-04
0.72,1.00E+12,50,1.00E+15,30,0.05,0.877,1.71E-05,86.097,1.25E-05
0.72,1.00E+12,50,1.00E+15,30,1,1.277,1.58E-04,83.028,1.29E-04
0.72,1.00E+12,50,1.00E+15,40,0.05,0.794,1.81E-05,83.478,1.14E-05
0.72,1.00E+12,50,1.00E+15,40,1,1.233,1.73E-04,80.884,1.37E-04
0.72,1.00E+12,50,1.00E+16,10,0.05,0.875,1.58E-05,86.238,1.15E-05
0.72,1.00E+12,50,1.00E+16,10,1,1.217,1.40E-04,83.428,1.10E-04
0.72,1.00E+12,50,1.00E+16,15,0.05,0.878,1.68E-05,86.258,1.22E-05
0.72,1.00E+12,50,1.00E+16,15,1,1.259,1.52E-04,83.13,1.22E-04
0.72,1.00E+12,50,1.00E+16,20,0.05,0.876,1.74E-05,86.027,1.25E-05
0.72,1.00E+12,50,1.00E+16,20,1,1.274,1.58E-04,83.035,1.29E-04
0.72,1.00E+12,50,1.00E+16,30,0.05,0.876,1.93E-05,86.33,1.36E-05
0.72,1.00E+12,50,1.00E+16,30,1,1.281,1.70E-04,82.821,1.39E-04
0.72,1.00E+12,50,1.00E+16,40,0.05,0.246,1.96E-05,1281.829,8.68E-06
0.72,1.00E+12,50,1.00E+16,40,1,0.623,2.33E-04,920.05,1.24E-04
0.72,1.00E+12,50,1.00E+17,10,0.05,0.877,1.87E-05,86.174,1.32E-05
0.72,1.00E+12,50,1.00E+17,10,1,1.278,1.65E-04,82.894,1.35E-04
0.72,1.00E+12,50,1.00E+17,15,0.05,0.876,1.91E-05,86.29,1.35E-05
0.72,1.00E+12,50,1.00E+17,15,1,1.276,1.69E-04,82.854,1.38E-04
0.72,1.00E+12,50,1.00E+17,20,0.05,0.876,1.97E-05,85.925,1.38E-05
0.72,1.00E+12,50,1.00E+17,20,1,1.273,1.72E-04,82.839,1.40E-04
0.72,1.00E+12,50,1.00E+17,30,0.05,0.858,2.12E-05,85.231,1.44E-05
0.72,1.00E+12,50,1.00E+17,30,1,1.25,1.84E-04,82.314,1.47E-04
0.72,1.00E+12,50,1.00E+18,10,0.05,0.876,1.97E-05,86.321,1.39E-05
0.72,1.00E+12,50,1.00E+18,10,1,1.272,1.72E-04,82.818,1.40E-04
0.72,1.00E+12,50,1.00E+18,15,0.05,0.872,2.04E-05,85.754,1.44E-05
0.72,1.00E+12,50,1.00E+18,15,1,1.261,1.77E-04,82.741,1.43E-04
0.72,1.00E+12,50,1.00E+18,20,0.05,0.87,2.11E-05,85.738,1.48E-05
0.72,1.00E+12,50,1.00E+18,20,1,1.251,1.82E-04,82.739,1.46E-04
0.72,1.00E+12,50,1.00E+18,30,0.05,0.729,2.21E-05,81.985,1.29E-05
0.72,1.00E+12,50,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+12,70,1.00E+14,10,0.05,0.848,7.98E-06,86.551,5.49E-06
0.72,1.00E+12,70,1.00E+14,10,1,1.089,5.86E-05,84.901,4.27E-05
0.72,1.00E+12,70,1.00E+14,15,0.05,0.847,9.53E-06,86.74,7.23E-06
0.72,1.00E+12,70,1.00E+14,15,1,1.08,7.68E-05,85.081,5.63E-05
0.72,1.00E+12,70,1.00E+14,20,0.05,0.854,1.08E-05,86.712,8.46E-06
0.72,1.00E+12,70,1.00E+14,20,1,1.131,9.90E-05,84.437,7.60E-05
0.72,1.00E+12,70,1.00E+14,30,0.05,0.863,1.27E-05,86.218,1.01E-05
0.72,1.00E+12,70,1.00E+14,30,1,1.185,1.24E-04,83.876,9.68E-05
0.72,1.00E+12,70,1.00E+14,40,0.05,0.859,1.39E-05,85.919,1.11E-05
0.72,1.00E+12,70,1.00E+14,40,1,1.239,1.45E-04,82.979,1.16E-04
0.72,1.00E+12,70,1.00E+15,10,0.05,0.863,1.29E-05,86.425,9.51E-06
0.72,1.00E+12,70,1.00E+15,10,1,1.16,1.14E-04,84.04,8.75E-05
0.72,1.00E+12,70,1.00E+15,15,0.05,0.869,1.41E-05,86.223,1.05E-05
0.72,1.00E+12,70,1.00E+15,15,1,1.187,1.27E-04,83.762,9.88E-05
0.72,1.00E+12,70,1.00E+15,20,0.05,0.87,1.46E-05,86.136,1.07E-05
0.72,1.00E+12,70,1.00E+15,20,1,1.194,1.31E-04,83.707,1.02E-04
0.72,1.00E+12,70,1.00E+15,30,0.05,0.876,1.71E-05,86.114,1.24E-05
0.72,1.00E+12,70,1.00E+15,30,1,1.276,1.58E-04,83.014,1.29E-04
0.72,1.00E+12,70,1.00E+15,40,0.05,0.794,1.81E-05,83.466,1.14E-05
0.72,1.00E+12,70,1.00E+15,40,1,1.232,1.73E-04,80.873,1.37E-04
0.72,1.00E+12,70,1.00E+16,10,0.05,0.874,1.57E-05,86.242,1.13E-05
0.72,1.00E+12,70,1.00E+16,10,1,1.209,1.37E-04,83.478,1.08E-04
0.72,1.00E+12,70,1.00E+16,15,0.05,0.877,1.67E-05,86.309,1.21E-05
0.72,1.00E+12,70,1.00E+16,15,1,1.255,1.51E-04,83.14,1.21E-04
0.72,1.00E+12,70,1.00E+16,20,0.05,0.876,1.74E-05,86.019,1.25E-05
0.72,1.00E+12,70,1.00E+16,20,1,1.272,1.57E-04,83.029,1.28E-04
0.72,1.00E+12,70,1.00E+16,30,0.05,0.876,1.93E-05,86.301,1.36E-05
0.72,1.00E+12,70,1.00E+16,30,1,1.281,1.70E-04,82.813,1.39E-04
0.72,1.00E+12,70,1.00E+16,40,0.05,0.246,1.96E-05,1282.959,8.68E-06
0.72,1.00E+12,70,1.00E+16,40,1,0.623,2.33E-04,920.615,1.24E-04
0.72,1.00E+12,70,1.00E+17,10,0.05,0.877,1.87E-05,86.088,1.32E-05
0.72,1.00E+12,70,1.00E+17,10,1,1.277,1.65E-04,82.886,1.35E-04
0.72,1.00E+12,70,1.00E+17,15,0.05,0.876,1.91E-05,86.262,1.35E-05
0.72,1.00E+12,70,1.00E+17,15,1,1.275,1.69E-04,82.844,1.38E-04
0.72,1.00E+12,70,1.00E+17,20,0.05,0.876,1.97E-05,85.906,1.38E-05
0.72,1.00E+12,70,1.00E+17,20,1,1.273,1.72E-04,82.828,1.40E-04
0.72,1.00E+12,70,1.00E+17,30,0.05,0.859,2.11E-05,85.261,1.43E-05
0.72,1.00E+12,70,1.00E+17,30,1,1.252,1.83E-04,82.333,1.47E-04
0.72,1.00E+12,70,1.00E+18,10,0.05,0.875,1.97E-05,86.316,1.39E-05
0.72,1.00E+12,70,1.00E+18,10,1,1.272,1.72E-04,82.81,1.40E-04
0.72,1.00E+12,70,1.00E+18,15,0.05,0.874,2.04E-05,85.737,1.45E-05
0.72,1.00E+12,70,1.00E+18,15,1,1.261,1.77E-04,82.734,1.43E-04
0.72,1.00E+12,70,1.00E+18,20,0.05,0.87,2.11E-05,85.733,1.48E-05
0.72,1.00E+12,70,1.00E+18,20,1,1.251,1.82E-04,82.732,1.46E-04
0.72,1.00E+12,70,1.00E+18,30,0.05,0.729,2.21E-05,81.982,1.29E-05
0.72,1.00E+12,70,1.00E+18,30,1,1.143,2.06E-04,80.37,1.52E-04
0.72,1.00E+13,10,1.00E+14,10,0.05,0.87,1.39E-05,86.009,1.18E-05
0.72,1.00E+13,10,1.00E+14,10,1,1.254,1.46E-04,83.381,1.18E-04
0.72,1.00E+13,10,1.00E+14,15,0.05,0.871,1.42E-05,85.893,1.19E-05
0.72,1.00E+13,10,1.00E+14,15,1,1.257,1.48E-04,83.366,1.19E-04
0.72,1.00E+13,10,1.00E+14,20,0.05,0.872,1.44E-05,85.861,1.20E-05
0.72,1.00E+13,10,1.00E+14,20,1,1.259,1.49E-04,83.354,1.20E-04
0.72,1.00E+13,10,1.00E+14,30,0.05,0.874,1.49E-05,85.922,1.22E-05
0.72,1.00E+13,10,1.00E+14,30,1,1.264,1.52E-04,83.312,1.23E-04
0.72,1.00E+13,10,1.00E+14,40,0.05,0.866,1.54E-05,86.129,1.22E-05
0.72,1.00E+13,10,1.00E+14,40,1,1.261,1.55E-04,82.997,1.25E-04
0.72,1.00E+13,10,1.00E+15,10,0.05,0.88,1.66E-05,85.807,1.27E-05
0.72,1.00E+13,10,1.00E+15,10,1,1.284,1.57E-04,83.195,1.29E-04
0.72,1.00E+13,10,1.00E+15,15,0.05,0.881,1.69E-05,85.759,1.28E-05
0.72,1.00E+13,10,1.00E+15,15,1,1.287,1.58E-04,83.165,1.31E-04
0.72,1.00E+13,10,1.00E+15,20,0.05,0.881,1.71E-05,85.847,1.29E-05
0.72,1.00E+13,10,1.00E+15,20,1,1.288,1.59E-04,83.16,1.31E-04
0.72,1.00E+13,10,1.00E+15,30,0.05,0.88,1.80E-05,85.307,1.31E-05
0.72,1.00E+13,10,1.00E+15,30,1,1.29,1.64E-04,83.074,1.35E-04
0.72,1.00E+13,10,1.00E+15,40,0.05,0.799,1.85E-05,83.515,1.17E-05
0.72,1.00E+13,10,1.00E+15,40,1,1.238,1.75E-04,80.93,1.39E-04
0.72,1.00E+13,10,1.00E+16,10,0.05,0.882,1.77E-05,85.766,1.30E-05
0.72,1.00E+13,10,1.00E+16,10,1,1.296,1.61E-04,83.096,1.34E-04
0.72,1.00E+13,10,1.00E+16,15,0.05,0.88,1.81E-05,85.688,1.31E-05
0.72,1.00E+13,10,1.00E+16,15,1,1.297,1.63E-04,83.071,1.35E-04
0.72,1.00E+13,10,1.00E+16,20,0.05,0.88,1.85E-05,85.557,1.33E-05
0.72,1.00E+13,10,1.00E+16,20,1,1.295,1.65E-04,83.03,1.37E-04
0.72,1.00E+13,10,1.00E+16,30,0.05,0.878,1.96E-05,86.389,1.38E-05
0.72,1.00E+13,10,1.00E+16,30,1,1.285,1.71E-04,82.849,1.41E-04
