Lg,LDD_Dose,LDD_Energy,SD_Dose,SD_Energy,Vd,Vth,Id,SS,gm
0.72,1.00E+13,10,1.00E+16,40,0.05,0.248,1.96E-05,1282.409,8.69E-06
0.72,1.00E+13,10,1.00E+16,40,1,0.625,2.33E-04,920.345,1.24E-04
0.72,1.00E+13,10,1.00E+17,10,0.05,0.879,1.92E-05,86.262,1.36E-05
0.72,1.00E+13,10,1.00E+17,10,1,1.288,1.69E-04,82.941,1.39E-04
0.72,1.00E+13,10,1.00E+17,15,0.05,0.878,1.95E-05,86.037,1.38E-05
0.72,1.00E+13,10,1.00E+17,15,1,1.282,1.71E-04,82.882,1.40E-04
0.72,1.00E+13,10,1.00E+17,20,0.05,0.877,1.99E-05,85.97,1.40E-05
0.72,1.00E+13,10,1.00E+17,20,1,1.276,1.73E-04,82.859,1.42E-04
0.72,1.00E+13,10,1.00E+17,30,0.05,0.858,2.13E-05,85.236,1.44E-05
0.72,1.00E+13,10,1.00E+17,30,1,1.25,1.84E-04,82.315,1.48E-04
0.72,1.00E+13,10,1.00E+18,10,0.05,0.877,1.99E-05,86.349,1.40E-05
0.72,1.00E+13,10,1.00E+18,10,1,1.276,1.73E-04,82.834,1.42E-04
0.72,1.00E+13,10,1.00E+18,15,0.05,0.872,2.05E-05,85.778,1.45E-05
0.72,1.00E+13,10,1.00E+18,15,1,1.263,1.78E-04,82.747,1.44E-04
0.72,1.00E+13,10,1.00E+18,20,0.05,0.87,2.11E-05,85.743,1.48E-05
0.72,1.00E+13,10,1.00E+18,20,1,1.252,1.82E-04,82.741,1.46E-04
0.72,1.00E+13,10,1.00E+18,30,0.05,0.729,2.21E-05,81.986,1.29E-05
0.72,1.00E+13,10,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+13,20,1.00E+14,10,0.05,0.867,1.43E-05,86.443,1.21E-05
0.72,1.00E+13,20,1.00E+14,10,1,1.244,1.50E-04,83.297,1.20E-04
0.72,1.00E+13,20,1.00E+14,15,0.05,0.868,1.46E-05,86.299,1.22E-05
0.72,1.00E+13,20,1.00E+14,15,1,1.246,1.51E-04,83.28,1.21E-04
0.72,1.00E+13,20,1.00E+14,20,0.05,0.868,1.48E-05,86.217,1.23E-05
0.72,1.00E+13,20,1.00E+14,20,1,1.249,1.52E-04,83.265,1.22E-04
0.72,1.00E+13,20,1.00E+14,30,0.05,0.87,1.52E-05,86.63,1.24E-05
0.72,1.00E+13,20,1.00E+14,30,1,1.254,1.55E-04,83.232,1.24E-04
0.72,1.00E+13,20,1.00E+14,40,0.05,0.863,1.56E-05,86.17,1.23E-05
0.72,1.00E+13,20,1.00E+14,40,1,1.252,1.57E-04,82.929,1.26E-04
0.72,1.00E+13,20,1.00E+15,10,0.05,0.876,1.70E-05,86.171,1.30E-05
0.72,1.00E+13,20,1.00E+15,10,1,1.273,1.60E-04,83.127,1.31E-04
0.72,1.00E+13,20,1.00E+15,15,0.05,0.877,1.73E-05,86.267,1.31E-05
0.72,1.00E+13,20,1.00E+15,15,1,1.276,1.61E-04,83.097,1.32E-04
0.72,1.00E+13,20,1.00E+15,20,0.05,0.878,1.74E-05,86.42,1.32E-05
0.72,1.00E+13,20,1.00E+15,20,1,1.277,1.62E-04,83.094,1.33E-04
0.72,1.00E+13,20,1.00E+15,30,0.05,0.877,1.82E-05,86.117,1.33E-05
0.72,1.00E+13,20,1.00E+15,30,1,1.282,1.65E-04,83.059,1.36E-04
0.72,1.00E+13,20,1.00E+15,40,0.05,0.796,1.86E-05,83.521,1.17E-05
0.72,1.00E+13,20,1.00E+15,40,1,1.234,1.76E-04,80.925,1.39E-04
0.72,1.00E+13,20,1.00E+16,10,0.05,0.876,1.81E-05,86.19,1.32E-05
0.72,1.00E+13,20,1.00E+16,10,1,1.284,1.64E-04,83.04,1.35E-04
0.72,1.00E+13,20,1.00E+16,15,0.05,0.877,1.84E-05,86.131,1.33E-05
0.72,1.00E+13,20,1.00E+16,15,1,1.285,1.65E-04,83.022,1.36E-04
0.72,1.00E+13,20,1.00E+16,20,0.05,0.877,1.86E-05,86.143,1.34E-05
0.72,1.00E+13,20,1.00E+16,20,1,1.285,1.66E-04,83.001,1.37E-04
0.72,1.00E+13,20,1.00E+16,30,0.05,0.877,1.96E-05,86.315,1.38E-05
0.72,1.00E+13,20,1.00E+16,30,1,1.282,1.72E-04,82.86,1.41E-04
0.72,1.00E+13,20,1.00E+16,40,0.05,0.247,1.96E-05,1283.601,8.69E-06
0.72,1.00E+13,20,1.00E+16,40,1,0.624,2.33E-04,921.274,1.24E-04
0.72,1.00E+13,20,1.00E+17,10,0.05,0.878,1.93E-05,86.241,1.37E-05
0.72,1.00E+13,20,1.00E+17,10,1,1.283,1.70E-04,82.927,1.39E-04
0.72,1.00E+13,20,1.00E+17,15,0.05,0.877,1.95E-05,86.03,1.38E-05
0.72,1.00E+13,20,1.00E+17,15,1,1.279,1.71E-04,82.895,1.40E-04
0.72,1.00E+13,20,1.00E+17,20,0.05,0.877,1.99E-05,85.972,1.40E-05
0.72,1.00E+13,20,1.00E+17,20,1,1.275,1.74E-04,82.868,1.42E-04
0.72,1.00E+13,20,1.00E+17,30,0.05,0.858,2.13E-05,85.241,1.45E-05
0.72,1.00E+13,20,1.00E+17,30,1,1.25,1.84E-04,82.317,1.48E-04
0.72,1.00E+13,20,1.00E+18,10,0.05,0.876,2.00E-05,86.346,1.41E-05
0.72,1.00E+13,20,1.00E+18,10,1,1.275,1.74E-04,82.841,1.42E-04
0.72,1.00E+13,20,1.00E+18,15,0.05,0.872,2.06E-05,85.793,1.45E-05
0.72,1.00E+13,20,1.00E+18,15,1,1.263,1.78E-04,82.755,1.44E-04
0.72,1.00E+13,20,1.00E+18,20,0.05,0.87,2.11E-05,85.747,1.49E-05
0.72,1.00E+13,20,1.00E+18,20,1,1.252,1.82E-04,82.743,1.46E-04
0.72,1.00E+13,20,1.00E+18,30,0.05,0.729,2.21E-05,81.987,1.29E-05
0.72,1.00E+13,20,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+13,30,1.00E+14,10,0.05,0.864,1.43E-05,86.255,1.21E-05
0.72,1.00E+13,30,1.00E+14,10,1,1.236,1.51E-04,83.257,1.20E-04
0.72,1.00E+13,30,1.00E+14,15,0.05,0.865,1.46E-05,86.421,1.22E-05
0.72,1.00E+13,30,1.00E+14,15,1,1.239,1.52E-04,83.244,1.21E-04
0.72,1.00E+13,30,1.00E+14,20,0.05,0.866,1.48E-05,86.176,1.23E-05
0.72,1.00E+13,30,1.00E+14,20,1,1.242,1.53E-04,83.225,1.22E-04
0.72,1.00E+13,30,1.00E+14,30,0.05,0.868,1.53E-05,86.505,1.25E-05
0.72,1.00E+13,30,1.00E+14,30,1,1.247,1.55E-04,83.191,1.24E-04
0.72,1.00E+13,30,1.00E+14,40,0.05,0.861,1.56E-05,86.065,1.24E-05
0.72,1.00E+13,30,1.00E+14,40,1,1.246,1.58E-04,82.898,1.26E-04
0.72,1.00E+13,30,1.00E+15,10,0.05,0.874,1.70E-05,86.193,1.31E-05
0.72,1.00E+13,30,1.00E+15,10,1,1.265,1.61E-04,83.097,1.31E-04
0.72,1.00E+13,30,1.00E+15,15,0.05,0.875,1.73E-05,86.177,1.32E-05
0.72,1.00E+13,30,1.00E+15,15,1,1.269,1.62E-04,83.066,1.32E-04
0.72,1.00E+13,30,1.00E+15,20,0.05,0.875,1.75E-05,86.361,1.32E-05
0.72,1.00E+13,30,1.00E+15,20,1,1.27,1.63E-04,83.064,1.33E-04
0.72,1.00E+13,30,1.00E+15,30,0.05,0.879,1.82E-05,86.074,1.35E-05
0.72,1.00E+13,30,1.00E+15,30,1,1.276,1.66E-04,83.033,1.36E-04
0.72,1.00E+13,30,1.00E+15,40,0.05,0.794,1.86E-05,83.518,1.17E-05
0.72,1.00E+13,30,1.00E+15,40,1,1.23,1.76E-04,80.911,1.39E-04
0.72,1.00E+13,30,1.00E+16,10,0.05,0.877,1.81E-05,86.175,1.34E-05
0.72,1.00E+13,30,1.00E+16,10,1,1.276,1.65E-04,83.01,1.35E-04
0.72,1.00E+13,30,1.00E+16,15,0.05,0.878,1.84E-05,86.078,1.35E-05
0.72,1.00E+13,30,1.00E+16,15,1,1.278,1.66E-04,82.997,1.36E-04
0.72,1.00E+13,30,1.00E+16,20,0.05,0.875,1.86E-05,86.111,1.35E-05
0.72,1.00E+13,30,1.00E+16,20,1,1.279,1.67E-04,82.979,1.37E-04
0.72,1.00E+13,30,1.00E+16,30,0.05,0.876,1.96E-05,86.227,1.38E-05
0.72,1.00E+13,30,1.00E+16,30,1,1.28,1.72E-04,82.856,1.41E-04
0.72,1.00E+13,30,1.00E+16,40,0.05,0.246,1.96E-05,1285.032,8.69E-06
0.72,1.00E+13,30,1.00E+16,40,1,0.623,2.33E-04,922.178,1.24E-04
0.72,1.00E+13,30,1.00E+17,10,0.05,0.876,1.93E-05,86.2,1.38E-05
0.72,1.00E+13,30,1.00E+17,10,1,1.279,1.70E-04,82.919,1.39E-04
0.72,1.00E+13,30,1.00E+17,15,0.05,0.876,1.96E-05,86.008,1.39E-05
0.72,1.00E+13,30,1.00E+17,15,1,1.277,1.72E-04,82.892,1.40E-04
0.72,1.00E+13,30,1.00E+17,20,0.05,0.876,1.99E-05,85.958,1.41E-05
0.72,1.00E+13,30,1.00E+17,20,1,1.274,1.74E-04,82.868,1.42E-04
0.72,1.00E+13,30,1.00E+17,30,0.05,0.858,2.13E-05,85.244,1.45E-05
0.72,1.00E+13,30,1.00E+17,30,1,1.25,1.85E-04,82.319,1.48E-04
0.72,1.00E+13,30,1.00E+18,10,0.05,0.876,2.00E-05,86.336,1.41E-05
0.72,1.00E+13,30,1.00E+18,10,1,1.273,1.74E-04,82.841,1.42E-04
0.72,1.00E+13,30,1.00E+18,15,0.05,0.872,2.06E-05,85.797,1.45E-05
0.72,1.00E+13,30,1.00E+18,15,1,1.262,1.78E-04,82.76,1.44E-04
0.72,1.00E+13,30,1.00E+18,20,0.05,0.87,2.11E-05,85.747,1.49E-05
0.72,1.00E+13,30,1.00E+18,20,1,1.252,1.82E-04,82.744,1.46E-04
0.72,1.00E+13,30,1.00E+18,30,0.05,0.729,2.21E-05,81.987,1.29E-05
0.72,1.00E+13,30,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+13,50,1.00E+14,10,0.05,0.861,1.43E-05,86.352,1.22E-05
0.72,1.00E+13,50,1.00E+14,10,1,1.224,1.52E-04,83.252,1.20E-04
0.72,1.00E+13,50,1.00E+14,15,0.05,0.861,1.46E-05,86.163,1.23E-05
0.72,1.00E+13,50,1.00E+14,15,1,1.227,1.53E-04,83.225,1.21E-04
0.72,1.00E+13,50,1.00E+14,20,0.05,0.863,1.48E-05,86.342,1.24E-05
0.72,1.00E+13,50,1.00E+14,20,1,1.23,1.54E-04,83.197,1.22E-04
0.72,1.00E+13,50,1.00E+14,30,0.05,0.864,1.53E-05,86.373,1.26E-05
0.72,1.00E+13,50,1.00E+14,30,1,1.236,1.56E-04,83.14,1.24E-04
0.72,1.00E+13,50,1.00E+14,40,0.05,0.857,1.56E-05,85.772,1.24E-05
0.72,1.00E+13,50,1.00E+14,40,1,1.236,1.59E-04,82.861,1.26E-04
0.72,1.00E+13,50,1.00E+15,10,0.05,0.87,1.70E-05,86.071,1.31E-05
0.72,1.00E+13,50,1.00E+15,10,1,1.251,1.62E-04,83.066,1.30E-04
0.72,1.00E+13,50,1.00E+15,15,0.05,0.871,1.73E-05,86.199,1.32E-05
0.72,1.00E+13,50,1.00E+15,15,1,1.256,1.63E-04,83.048,1.31E-04
0.72,1.00E+13,50,1.00E+15,20,0.05,0.871,1.75E-05,86.129,1.33E-05
0.72,1.00E+13,50,1.00E+15,20,1,1.257,1.64E-04,83.021,1.32E-04
0.72,1.00E+13,50,1.00E+15,30,0.05,0.875,1.82E-05,86.012,1.36E-05
0.72,1.00E+13,50,1.00E+15,30,1,1.265,1.67E-04,82.99,1.35E-04
0.72,1.00E+13,50,1.00E+15,40,0.05,0.79,1.86E-05,83.5,1.17E-05
0.72,1.00E+13,50,1.00E+15,40,1,1.223,1.77E-04,80.897,1.39E-04
0.72,1.00E+13,50,1.00E+16,10,0.05,0.873,1.81E-05,86.019,1.35E-05
0.72,1.00E+13,50,1.00E+16,10,1,1.263,1.66E-04,82.988,1.34E-04
0.72,1.00E+13,50,1.00E+16,15,0.05,0.874,1.84E-05,86.244,1.36E-05
0.72,1.00E+13,50,1.00E+16,15,1,1.266,1.67E-04,82.959,1.35E-04
0.72,1.00E+13,50,1.00E+16,20,0.05,0.875,1.86E-05,85.936,1.37E-05
0.72,1.00E+13,50,1.00E+16,20,1,1.268,1.68E-04,82.948,1.36E-04
0.72,1.00E+13,50,1.00E+16,30,0.05,0.874,1.97E-05,86.173,1.39E-05
0.72,1.00E+13,50,1.00E+16,30,1,1.274,1.73E-04,82.833,1.41E-04
0.72,1.00E+13,50,1.00E+16,40,0.05,0.242,1.96E-05,1288.79,8.69E-06
0.72,1.00E+13,50,1.00E+16,40,1,0.619,2.34E-04,924.186,1.24E-04
0.72,1.00E+13,50,1.00E+17,10,0.05,0.874,1.94E-05,86.014,1.38E-05
0.72,1.00E+13,50,1.00E+17,10,1,1.271,1.71E-04,82.906,1.39E-04
0.72,1.00E+13,50,1.00E+17,15,0.05,0.874,1.96E-05,86.046,1.39E-05
0.72,1.00E+13,50,1.00E+17,15,1,1.271,1.72E-04,82.87,1.40E-04
0.72,1.00E+13,50,1.00E+17,20,0.05,0.875,2.00E-05,85.895,1.41E-05
0.72,1.00E+13,50,1.00E+17,20,1,1.269,1.75E-04,82.851,1.42E-04
0.72,1.00E+13,50,1.00E+17,30,0.05,0.859,2.11E-05,85.28,1.44E-05
0.72,1.00E+13,50,1.00E+17,30,1,1.252,1.84E-04,82.347,1.47E-04
0.72,1.00E+13,50,1.00E+18,10,0.05,0.874,2.00E-05,86.296,1.41E-05
0.72,1.00E+13,50,1.00E+18,10,1,1.269,1.75E-04,82.832,1.42E-04
0.72,1.00E+13,50,1.00E+18,15,0.05,0.872,2.06E-05,85.817,1.46E-05
0.72,1.00E+13,50,1.00E+18,15,1,1.26,1.79E-04,82.768,1.44E-04
0.72,1.00E+13,50,1.00E+18,20,0.05,0.87,2.12E-05,85.753,1.49E-05
0.72,1.00E+13,50,1.00E+18,20,1,1.252,1.83E-04,82.747,1.46E-04
0.72,1.00E+13,50,1.00E+18,30,0.05,0.729,2.21E-05,81.988,1.29E-05
0.72,1.00E+13,50,1.00E+18,30,1,1.143,2.06E-04,80.368,1.52E-04
0.72,1.00E+13,70,1.00E+14,10,0.05,0.856,1.42E-05,86.175,1.20E-05
0.72,1.00E+13,70,1.00E+14,10,1,1.213,1.51E-04,83.22,1.18E-04
0.72,1.00E+13,70,1.00E+14,15,0.05,0.857,1.44E-05,86.241,1.21E-05
0.72,1.00E+13,70,1.00E+14,15,1,1.216,1.52E-04,83.185,1.19E-04
0.72,1.00E+13,70,1.00E+14,20,0.05,0.858,1.47E-05,86.002,1.22E-05
0.72,1.00E+13,70,1.00E+14,20,1,1.22,1.54E-04,83.122,1.21E-04
0.72,1.00E+13,70,1.00E+14,30,0.05,0.86,1.52E-05,86.242,1.24E-05
0.72,1.00E+13,70,1.00E+14,30,1,1.228,1.56E-04,83.049,1.24E-04
0.72,1.00E+13,70,1.00E+14,40,0.05,0.851,1.55E-05,85.686,1.23E-05
0.72,1.00E+13,70,1.00E+14,40,1,1.228,1.59E-04,82.76,1.26E-04
0.72,1.00E+13,70,1.00E+15,10,0.05,0.865,1.68E-05,86.171,1.29E-05
0.72,1.00E+13,70,1.00E+15,10,1,1.24,1.62E-04,82.978,1.29E-04
0.72,1.00E+13,70,1.00E+15,15,0.05,0.866,1.72E-05,85.974,1.31E-05
0.72,1.00E+13,70,1.00E+15,15,1,1.245,1.63E-04,82.937,1.30E-04
0.72,1.00E+13,70,1.00E+15,20,0.05,0.866,1.74E-05,85.864,1.31E-05
0.72,1.00E+13,70,1.00E+15,20,1,1.247,1.64E-04,82.926,1.31E-04
0.72,1.00E+13,70,1.00E+15,30,0.05,0.871,1.82E-05,85.814,1.35E-05
0.72,1.00E+13,70,1.00E+15,30,1,1.258,1.68E-04,82.884,1.35E-04
0.72,1.00E+13,70,1.00E+15,40,0.05,0.785,1.85E-05,83.401,1.17E-05
0.72,1.00E+13,70,1.00E+15,40,1,1.217,1.78E-04,80.833,1.39E-04
0.72,1.00E+13,70,1.00E+16,10,0.05,0.868,1.80E-05,86.106,1.33E-05
0.72,1.00E+13,70,1.00E+16,10,1,1.253,1.66E-04,82.89,1.33E-04
0.72,1.00E+13,70,1.00E+16,15,0.05,0.869,1.83E-05,85.831,1.34E-05
0.72,1.00E+13,70,1.00E+16,15,1,1.256,1.67E-04,82.861,1.35E-04
0.72,1.00E+13,70,1.00E+16,20,0.05,0.871,1.86E-05,85.998,1.36E-05
0.72,1.00E+13,70,1.00E+16,20,1,1.26,1.69E-04,82.85,1.36E-04
0.72,1.00E+13,70,1.00E+16,30,0.05,0.871,1.97E-05,86.168,1.39E-05
0.72,1.00E+13,70,1.00E+16,30,1,1.27,1.74E-04,82.734,1.41E-04
0.72,1.00E+13,70,1.00E+16,40,0.05,0.237,1.97E-05,1300.247,8.69E-06
0.72,1.00E+13,70,1.00E+16,40,1,0.614,2.34E-04,930.146,1.24E-04
0.72,1.00E+13,70,1.00E+17,10,0.05,0.87,1.94E-05,85.79,1.37E-05
0.72,1.00E+13,70,1.00E+17,10,1,1.265,1.72E-04,82.815,1.39E-04
0.72,1.00E+13,70,1.00E+17,15,0.05,0.871,1.96E-05,86.167,1.38E-05
0.72,1.00E+13,70,1.00E+17,15,1,1.267,1.73E-04,82.773,1.40E-04
0.72,1.00E+13,70,1.00E+17,20,0.05,0.872,2.00E-05,85.728,1.41E-05
0.72,1.00E+13,70,1.00E+17,20,1,1.267,1.75E-04,82.748,1.42E-04
0.72,1.00E+13,70,1.00E+17,30,0.05,0.857,2.12E-05,85.18,1.43E-05
0.72,1.00E+13,70,1.00E+17,30,1,1.252,1.84E-04,82.28,1.47E-04
0.72,1.00E+13,70,1.00E+18,10,0.05,0.872,2.01E-05,85.96,1.41E-05
0.72,1.00E+13,70,1.00E+18,10,1,1.266,1.75E-04,82.75,1.42E-04
0.72,1.00E+13,70,1.00E+18,15,0.05,0.87,2.07E-05,85.845,1.45E-05
0.72,1.00E+13,70,1.00E+18,15,1,1.258,1.80E-04,82.705,1.45E-04
0.72,1.00E+13,70,1.00E+18,20,0.05,0.869,2.12E-05,85.681,1.48E-05
0.72,1.00E+13,70,1.00E+18,20,1,1.252,1.83E-04,82.677,1.47E-04
0.72,1.00E+13,70,1.00E+18,30,0.05,0.727,2.21E-05,81.957,1.29E-05
0.72,1.00E+13,70,1.00E+18,30,1,1.141,2.06E-04,80.393,1.52E-04
0.72,1.00E+15,10,1.00E+14,10,0.05,0.883,1.94E-05,86.234,1.39E-05
0.72,1.00E+15,10,1.00E+14,10,1,1.299,1.68E-04,83.067,1.40E-04
0.72,1.00E+15,10,1.00E+14,15,0.05,0.883,1.94E-05,86.299,1.39E-05
0.72,1.00E+15,10,1.00E+14,15,1,1.299,1.68E-04,83.065,1.40E-04
0.72,1.00E+15,10,1.00E+14,20,0.05,0.884,1.95E-05,86.247,1.39E-05
0.72,1.00E+15,10,1.00E+14,20,1,1.299,1.69E-04,83.07,1.40E-04
0.72,1.00E+15,10,1.00E+14,30,0.05,0.884,1.96E-05,86.282,1.40E-05
0.72,1.00E+15,10,1.00E+14,30,1,1.299,1.69E-04,83.065,1.41E-04
0.72,1.00E+15,10,1.00E+14,40,0.05,0.878,1.96E-05,85.989,1.38E-05
0.72,1.00E+15,10,1.00E+14,40,1,1.297,1.70E-04,82.805,1.42E-04
0.72,1.00E+15,10,1.00E+15,10,0.05,0.885,2.00E-05,86.25,1.41E-05
0.72,1.00E+15,10,1.00E+15,10,1,1.303,1.70E-04,83.036,1.42E-04
0.72,1.00E+15,10,1.00E+15,15,0.05,0.885,2.00E-05,86.246,1.41E-05
0.72,1.00E+15,10,1.00E+15,15,1,1.303,1.70E-04,83.034,1.42E-04
0.72,1.00E+15,10,1.00E+15,20,0.05,0.885,2.00E-05,86.26,1.41E-05
0.72,1.00E+15,10,1.00E+15,20,1,1.303,1.70E-04,83.03,1.42E-04
0.72,1.00E+15,10,1.00E+15,30,0.05,0.886,2.01E-05,86.166,1.42E-05
0.72,1.00E+15,10,1.00E+15,30,1,1.301,1.71E-04,82.851,1.43E-04
0.72,1.00E+15,10,1.00E+15,40,0.05,0.816,1.97E-05,83.686,1.23E-05
0.72,1.00E+15,10,1.00E+15,40,1,1.26,1.79E-04,81.149,1.44E-04
0.72,1.00E+15,10,1.00E+16,10,0.05,0.886,2.03E-05,86.195,1.42E-05
0.72,1.00E+15,10,1.00E+16,10,1,1.305,1.71E-04,83.016,1.43E-04
0.72,1.00E+15,10,1.00E+16,15,0.05,0.886,2.03E-05,86.158,1.42E-05
0.72,1.00E+15,10,1.00E+16,15,1,1.304,1.71E-04,83.01,1.43E-04
0.72,1.00E+15,10,1.00E+16,20,0.05,0.885,2.04E-05,86.395,1.43E-05
0.72,1.00E+15,10,1.00E+16,20,1,1.302,1.72E-04,82.999,1.43E-04
0.72,1.00E+15,10,1.00E+16,30,0.05,0.883,2.07E-05,86.014,1.44E-05
0.72,1.00E+15,10,1.00E+16,30,1,1.293,1.75E-04,82.881,1.45E-04
0.72,1.00E+15,10,1.00E+16,40,0.05,0.28,1.99E-05,1327.246,8.95E-06
0.72,1.00E+15,10,1.00E+16,40,1,0.642,2.34E-04,937.026,1.26E-04
0.72,1.00E+15,10,1.00E+17,10,0.05,0.884,2.07E-05,86.12,1.44E-05
0.72,1.00E+15,10,1.00E+17,10,1,1.294,1.75E-04,82.937,1.45E-04
0.72,1.00E+15,10,1.00E+17,15,0.05,0.883,2.08E-05,86.224,1.45E-05
0.72,1.00E+15,10,1.00E+17,15,1,1.289,1.76E-04,82.892,1.45E-04
0.72,1.00E+15,10,1.00E+17,20,0.05,0.881,2.09E-05,86.008,1.46E-05
0.72,1.00E+15,10,1.00E+17,20,1,1.283,1.77E-04,82.753,1.46E-04
0.72,1.00E+15,10,1.00E+17,30,0.05,0.86,2.17E-05,85.234,1.47E-05
0.72,1.00E+15,10,1.00E+17,30,1,1.253,1.86E-04,82.303,1.49E-04
0.72,1.00E+15,10,1.00E+18,10,0.05,0.881,2.10E-05,86.37,1.46E-05
0.72,1.00E+15,10,1.00E+18,10,1,1.282,1.77E-04,82.847,1.46E-04
0.72,1.00E+15,10,1.00E+18,15,0.05,0.878,2.12E-05,85.869,1.48E-05
0.72,1.00E+15,10,1.00E+18,15,1,1.273,1.80E-04,82.779,1.47E-04
0.72,1.00E+15,10,1.00E+18,20,0.05,0.873,2.16E-05,85.753,1.51E-05
0.72,1.00E+15,10,1.00E+18,20,1,1.257,1.84E-04,82.736,1.48E-04
0.72,1.00E+15,10,1.00E+18,30,0.05,0.73,2.22E-05,81.995,1.29E-05
0.72,1.00E+15,10,1.00E+18,30,1,1.144,2.06E-04,80.373,1.52E-04
0.72,1.00E+15,20,1.00E+14,10,0.05,0.879,2.00E-05,86.469,1.43E-05
0.72,1.00E+15,20,1.00E+14,10,1,1.284,1.73E-04,83.031,1.42E-04
0.72,1.00E+15,20,1.00E+14,15,0.05,0.879,2.00E-05,86.488,1.43E-05
0.72,1.00E+15,20,1.00E+14,15,1,1.284,1.73E-04,83.031,1.42E-04
0.72,1.00E+15,20,1.00E+14,20,0.05,0.88,2.00E-05,86.437,1.43E-05
0.72,1.00E+15,20,1.00E+14,20,1,1.285,1.73E-04,83.02,1.42E-04
0.72,1.00E+15,20,1.00E+14,30,0.05,0.88,2.01E-05,86.494,1.43E-05
0.72,1.00E+15,20,1.00E+14,30,1,1.285,1.73E-04,83.022,1.42E-04
0.72,1.00E+15,20,1.00E+14,40,0.05,0.875,2.01E-05,85.948,1.40E-05
0.72,1.00E+15,20,1.00E+14,40,1,1.286,1.74E-04,82.766,1.44E-04
0.72,1.00E+15,20,1.00E+15,10,0.05,0.88,2.03E-05,86.401,1.44E-05
0.72,1.00E+15,20,1.00E+15,10,1,1.287,1.73E-04,83.003,1.43E-04
0.72,1.00E+15,20,1.00E+15,15,0.05,0.881,2.04E-05,86.407,1.44E-05
0.72,1.00E+15,20,1.00E+15,15,1,1.288,1.74E-04,83.004,1.44E-04
0.72,1.00E+15,20,1.00E+15,20,0.05,0.881,2.04E-05,86.411,1.44E-05
0.72,1.00E+15,20,1.00E+15,20,1,1.288,1.74E-04,82.997,1.43E-04
0.72,1.00E+15,20,1.00E+15,30,0.05,0.882,2.05E-05,86.404,1.45E-05
0.72,1.00E+15,20,1.00E+15,30,1,1.288,1.74E-04,82.99,1.44E-04
0.72,1.00E+15,20,1.00E+15,40,0.05,0.813,1.98E-05,83.695,1.23E-05
0.72,1.00E+15,20,1.00E+15,40,1,1.255,1.81E-04,81.174,1.45E-04
0.72,1.00E+15,20,1.00E+16,10,0.05,0.882,2.07E-05,86.337,1.45E-05
0.72,1.00E+15,20,1.00E+16,10,1,1.29,1.75E-04,82.978,1.44E-04
0.72,1.00E+15,20,1.00E+16,15,0.05,0.882,2.07E-05,86.464,1.45E-05
0.72,1.00E+15,20,1.00E+16,15,1,1.29,1.75E-04,82.978,1.45E-04
0.72,1.00E+15,20,1.00E+16,20,0.05,0.882,2.07E-05,86.322,1.45E-05
0.72,1.00E+15,20,1.00E+16,20,1,1.289,1.75E-04,82.982,1.45E-04
0.72,1.00E+15,20,1.00E+16,30,0.05,0.881,2.10E-05,86.984,1.46E-05
0.72,1.00E+15,20,1.00E+16,30,1,1.286,1.77E-04,82.89,1.46E-04
0.72,1.00E+15,20,1.00E+16,40,0.05,0.274,2.01E-05,1315.788,9.03E-06
0.72,1.00E+15,20,1.00E+16,40,1,0.637,2.37E-04,933.481,1.27E-04
0.72,1.00E+15,20,1.00E+17,10,0.05,0.882,2.10E-05,86.523,1.46E-05
0.72,1.00E+15,20,1.00E+17,10,1,1.287,1.77E-04,82.948,1.46E-04
0.72,1.00E+15,20,1.00E+17,15,0.05,0.882,2.10E-05,86.897,1.47E-05
0.72,1.00E+15,20,1.00E+17,15,1,1.284,1.77E-04,82.911,1.46E-04
0.72,1.00E+15,20,1.00E+17,20,0.05,0.881,2.11E-05,87.102,1.48E-05
0.72,1.00E+15,20,1.00E+17,20,1,1.28,1.78E-04,82.9,1.46E-04
0.72,1.00E+15,20,1.00E+17,30,0.05,0.86,2.18E-05,85.235,1.48E-05
0.72,1.00E+15,20,1.00E+17,30,1,1.253,1.87E-04,82.304,1.50E-04
0.72,1.00E+15,20,1.00E+18,10,0.05,0.88,2.12E-05,87.556,1.48E-05
0.72,1.00E+15,20,1.00E+18,10,1,1.28,1.79E-04,82.875,1.46E-04
0.72,1.00E+15,20,1.00E+18,15,0.05,0.877,2.14E-05,88.105,1.50E-05
0.72,1.00E+15,20,1.00E+18,15,1,1.271,1.81E-04,82.802,1.47E-04
0.72,1.00E+15,20,1.00E+18,20,0.05,0.873,2.17E-05,87.12,1.52E-05
0.72,1.00E+15,20,1.00E+18,20,1,1.257,1.85E-04,82.747,1.49E-04
0.72,1.00E+15,20,1.00E+18,30,0.05,0.731,2.23E-05,82.005,1.30E-05
0.72,1.00E+15,20,1.00E+18,30,1,1.145,2.07E-04,80.377,1.53E-04
0.72,1.00E+15,30,1.00E+14,10,0.05,0.877,2.02E-05,86.318,1.44E-05
0.72,1.00E+15,30,1.00E+14,10,1,1.277,1.75E-04,82.989,1.43E-04
